Jaar;Maand;Segment;Energietype;Contracttype;Handelsnaam;Productnaam;Vast/variabel/dynamisch;Prijsonderdeel;Prijs;source_file;Unnamed: 10
2026;jun;Woning;Elektriciteit;Afname;Mega (handelsnaam van Power Online);ONLINE FIXED;Vast;Enkelvoudige meter dagtarief;30,6;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Mega (handelsnaam van Power Online);ONLINE FIXED;Vast;Vaste vergoeding;58,3;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;EnergyVision;Groepsaankooptarief 05-2026 - vast;Vast;Enkelvoudige meter dagtarief;31,41;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;EnergyVision;Groepsaankooptarief 05-2026 - vast;Vast;Vaste vergoeding;0;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;OCTA+ ENERGIE;Fixed;Vast;Enkelvoudige meter dagtarief;31,62;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;OCTA+ ENERGIE;Fixed;Vast;Vaste vergoeding;65;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Mega (handelsnaam van Power Online);PREPAID FIXED;Vast;Enkelvoudige meter dagtarief;34,83;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Mega (handelsnaam van Power Online);PREPAID FIXED;Vast;Vaste vergoeding;47,7;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Mega (handelsnaam van Power Online);OFFPEAK GREEN FIXED;Vast;Enkelvoudige meter dagtarief;35,08;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Mega (handelsnaam van Power Online);OFFPEAK GREEN FIXED;Vast;Vaste vergoeding;74,2;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Mega (handelsnaam van Power Online);Speciale aanbieding Testaankoop Fixed 2025;Vast;Enkelvoudige meter dagtarief;35,54;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Mega (handelsnaam van Power Online);Speciale aanbieding Testaankoop Fixed 2025;Vast;Vaste vergoeding;58,3;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Elegant;Zeker & Vast;Vast;Enkelvoudige meter dagtarief;35,89;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Elegant;Zeker & Vast;Vast;Vaste vergoeding;120;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;TotalEnergies;myEssential Vast;Vast;Enkelvoudige meter dagtarief;36,01;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;TotalEnergies;myEssential Vast;Vast;Vaste vergoeding;35;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Trevion;Trevion Groene Energie Vast;Vast;Enkelvoudige meter dagtarief;36,13;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Trevion;Trevion Groene Energie Vast;Vast;Vaste vergoeding;39;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Energie.be;Elektriciteit vast online;Vast;Enkelvoudige meter dagtarief;36,42;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Energie.be;Elektriciteit vast online;Vast;Vaste vergoeding;35;master_vast_2026.csv;
2026;apr;Woning;Gas;Afname;Fluvius als sociale leverancier;Standaardtarief netbeheerder;Vast;Enkelvoudige meter dagtarief;7,74;master_vast_2026.csv;
2026;apr;Woning;Gas;Afname;Fluvius als sociale leverancier;Standaardtarief netbeheerder;Vast;Vaste vergoeding;0;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Luminus;BasicFix Online;Vast;Enkelvoudige meter dagtarief;36,81;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Luminus;BasicFix Online;Vast;Vaste vergoeding;24,99;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;EnergyVision;Groepsaankooptarief 05-2026 - vast;Vast;Enkelvoudige meter dagtarief;7,8;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;EnergyVision;Groepsaankooptarief 05-2026 - vast;Vast;Vaste vergoeding;0;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;EnergyVision;Goedkope stroom 1 jaar vast - Gas;Vast;Enkelvoudige meter dagtarief;7,8;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;EnergyVision;Goedkope stroom 1 jaar vast - Gas;Vast;Vaste vergoeding;74,99;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel);Empower;Vast;Enkelvoudige meter dagtarief;37,44;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel);Empower;Vast;Vaste vergoeding;90;master_vast_2026.csv;
2026;apr;Woning;Elektriciteit;Afname;Fluvius als sociale leverancier;Standaardtarief netbeheerder;Vast;Enkelvoudige meter dagtarief;37,52;master_vast_2026.csv;
2026;apr;Woning;Elektriciteit;Afname;Fluvius als sociale leverancier;Standaardtarief netbeheerder;Vast;Vaste vergoeding;0;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Mega (handelsnaam van Power Online);ONLINE FIXED;Vast;Enkelvoudige meter dagtarief;7,95;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Mega (handelsnaam van Power Online);ONLINE FIXED;Vast;Vaste vergoeding;58,3;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel);Easy;Vast;Enkelvoudige meter dagtarief;37,7;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel);Easy;Vast;Vaste vergoeding;69;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Luminus;MaxxFix;Vast;Enkelvoudige meter dagtarief;38,3;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Luminus;MaxxFix;Vast;Vaste vergoeding;65;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;TotalEnergies;myComfort Vast;Vast;Enkelvoudige meter dagtarief;38,4;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;TotalEnergies;myComfort Vast;Vast;Vaste vergoeding;90;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Bolt;Plenty Vast;Vast;Enkelvoudige meter dagtarief;8,13;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Bolt;Plenty Vast;Vast;Vaste vergoeding;71,88;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Eneco Belgium;Eneco Zon & Wind Vast;Vast;Enkelvoudige meter dagtarief;38,53;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Eneco Belgium;Eneco Zon & Wind Vast;Vast;Vaste vergoeding;65;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Mega (handelsnaam van Power Online);Speciale aanbieding Testaankoop Fixed 2025;Vast;Enkelvoudige meter dagtarief;8,17;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Mega (handelsnaam van Power Online);Speciale aanbieding Testaankoop Fixed 2025;Vast;Vaste vergoeding;58,3;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Bolt;Bolt Vast;Vast;Enkelvoudige meter dagtarief;38,76;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Bolt;Bolt Vast;Vast;Vaste vergoeding;131,89;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Mega (handelsnaam van Power Online);SMART GREEN FIXED;Vast;Enkelvoudige meter dagtarief;38,82;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Mega (handelsnaam van Power Online);SMART GREEN FIXED;Vast;Vaste vergoeding;111,3;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Luminus;Comfy;Vast;Enkelvoudige meter dagtarief;39,92;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Luminus;Comfy;Vast;Vaste vergoeding;65;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;OCTA+ ENERGIE;Eco Fixed;Vast;Enkelvoudige meter dagtarief;40,32;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;OCTA+ ENERGIE;Eco Fixed;Vast;Vaste vergoeding;130;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Mega (handelsnaam van Power Online);COSY GREEN FIXED;Vast;Enkelvoudige meter dagtarief;40,63;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Mega (handelsnaam van Power Online);COSY GREEN FIXED;Vast;Vaste vergoeding;143,1;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;OCTA+ ENERGIE;Fixed;Vast;Enkelvoudige meter dagtarief;8,62;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;OCTA+ ENERGIE;Fixed;Vast;Vaste vergoeding;65;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Luminus;Comfy+;Vast;Enkelvoudige meter dagtarief;41,73;master_vast_2026.csv;
2026;jun;Woning;Elektriciteit;Afname;Luminus;Comfy+;Vast;Vaste vergoeding;65;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Mega (handelsnaam van Power Online);PREPAID FIXED;Vast;Enkelvoudige meter dagtarief;8,87;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Mega (handelsnaam van Power Online);PREPAID FIXED;Vast;Vaste vergoeding;47,7;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Mega (handelsnaam van Power Online);OFFPEAK FIXED;Vast;Enkelvoudige meter dagtarief;8,99;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Mega (handelsnaam van Power Online);OFFPEAK FIXED;Vast;Vaste vergoeding;74,2;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;TotalEnergies;myEssential Vast;Vast;Enkelvoudige meter dagtarief;9,19;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;TotalEnergies;myEssential Vast;Vast;Vaste vergoeding;35;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Energie.be;Gas vast online;Vast;Enkelvoudige meter dagtarief;9,32;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Energie.be;Gas vast online;Vast;Vaste vergoeding;35;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Elegant;Zeker & Vast;Vast;Enkelvoudige meter dagtarief;9,4;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Elegant;Zeker & Vast;Vast;Vaste vergoeding;120;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;TotalEnergies;myComfort Vast;Vast;Enkelvoudige meter dagtarief;9,64;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;TotalEnergies;myComfort Vast;Vast;Vaste vergoeding;90;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Mega (handelsnaam van Power Online);SMART FIXED;Vast;Enkelvoudige meter dagtarief;9,68;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Mega (handelsnaam van Power Online);SMART FIXED;Vast;Vaste vergoeding;111,3;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Luminus;BasicFix Online;Vast;Enkelvoudige meter dagtarief;9,72;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Luminus;BasicFix Online;Vast;Vaste vergoeding;20;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Bolt;Bolt Vast;Vast;Enkelvoudige meter dagtarief;9,73;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Bolt;Bolt Vast;Vast;Vaste vergoeding;131,89;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;ENGIE (handelsnaam van Electrabel);Empower;Vast;Enkelvoudige meter dagtarief;9,77;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;ENGIE (handelsnaam van Electrabel);Empower;Vast;Vaste vergoeding;60;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;ENGIE (handelsnaam van Electrabel);Easy;Vast;Enkelvoudige meter dagtarief;9,77;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;ENGIE (handelsnaam van Electrabel);Easy;Vast;Vaste vergoeding;60;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Luminus;MaxxFix;Vast;Enkelvoudige meter dagtarief;9,97;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Luminus;MaxxFix;Vast;Vaste vergoeding;50;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Mega (handelsnaam van Power Online);COSY FIXED;Vast;Enkelvoudige meter dagtarief;10,3;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Mega (handelsnaam van Power Online);COSY FIXED;Vast;Vaste vergoeding;143,1;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Eneco Belgium;Eneco Aardgas Vast;Vast;Enkelvoudige meter dagtarief;10,41;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Eneco Belgium;Eneco Aardgas Vast;Vast;Vaste vergoeding;65;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Luminus;Comfy;Vast;Enkelvoudige meter dagtarief;10,47;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Luminus;Comfy;Vast;Vaste vergoeding;50;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Luminus;Comfy+;Vast;Enkelvoudige meter dagtarief;10,9;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;Luminus;Comfy+;Vast;Vaste vergoeding;50;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;OCTA+ ENERGIE;Eco Fixed;Vast;Enkelvoudige meter dagtarief;10,98;master_vast_2026.csv;
2026;jun;Woning;Gas;Afname;OCTA+ ENERGIE;Eco Fixed;Vast;Vaste vergoeding;130;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Bolt;Bolt Vast;Vast;Enkelvoudige meter dagtarief (c/kWh);12,717;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Bolt;Bolt Vast;Vast;Kosten groene stroom (c/kWh);1,10302;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Bolt;Bolt Vast;Vast;Kosten WKK (c/kWh);0,36414;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Bolt;Bolt Vast;Vast;Tweevoudige meter dagtarief (c/kWh);12,717;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Bolt;Bolt Vast;Vast;Tweevoudige meter nachttarief (c/kWh);12,717;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Bolt;Bolt Vast;Vast;Uitsluitend nachtmeter (c/kWh);12,717;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Bolt;Bolt Vast;Vast;Vaste vergoeding ();167,88;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Bolt;Plenty Vast;Vast;Enkelvoudige meter dagtarief (c/kWh);12,717;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Bolt;Plenty Vast;Vast;Kosten groene stroom (c/kWh);1,10302;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Bolt;Plenty Vast;Vast;Kosten WKK (c/kWh);0,36414;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Bolt;Plenty Vast;Vast;Tweevoudige meter dagtarief (c/kWh);12,717;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Bolt;Plenty Vast;Vast;Tweevoudige meter nachttarief (c/kWh);12,717;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Bolt;Plenty Vast;Vast;Uitsluitend nachtmeter (c/kWh);12,717;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Bolt;Plenty Vast;Vast;Vaste vergoeding ();119,88;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Elegant;Zeker & Vast;Vast;Enkelvoudige meter dagtarief (c/kWh);13,89;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Elegant;Zeker & Vast;Vast;Kosten groene stroom (c/kWh);1,1;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Elegant;Zeker & Vast;Vast;Kosten WKK (c/kWh);0,392;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Elegant;Zeker & Vast;Vast;Tweevoudige meter dagtarief (c/kWh);15,973;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Elegant;Zeker & Vast;Vast;Tweevoudige meter nachttarief (c/kWh);11,806;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Elegant;Zeker & Vast;Vast;Uitsluitend nachtmeter (c/kWh);11,806;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Elegant;Zeker & Vast;Vast;Vaste vergoeding ();99,17355;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Eneco Belgium;Eneco Zon & Wind Vast;Vast;Enkelvoudige meter dagtarief (c/kWh);12,246;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Eneco Belgium;Eneco Zon & Wind Vast;Vast;Kosten groene stroom (c/kWh);1,096;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Eneco Belgium;Eneco Zon & Wind Vast;Vast;Kosten WKK (c/kWh);0,337;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Eneco Belgium;Eneco Zon & Wind Vast;Vast;Tweevoudige meter dagtarief (c/kWh);13,877;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Eneco Belgium;Eneco Zon & Wind Vast;Vast;Tweevoudige meter nachttarief (c/kWh);10,874;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Eneco Belgium;Eneco Zon & Wind Vast;Vast;Uitsluitend nachtmeter (c/kWh);10,874;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Eneco Belgium;Eneco Zon & Wind Vast;Vast;Vaste vergoeding ();95;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Energie.be;Elektriciteit vast professioneel online;Vast;Enkelvoudige meter dagtarief (c/kWh);13,65;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Energie.be;Elektriciteit vast professioneel online;Vast;Kosten groene stroom (c/kWh);1,103;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Energie.be;Elektriciteit vast professioneel online;Vast;Kosten WKK (c/kWh);0,364;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Energie.be;Elektriciteit vast professioneel online;Vast;Tweevoudige meter dagtarief (c/kWh);13,65;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Energie.be;Elektriciteit vast professioneel online;Vast;Tweevoudige meter nachttarief (c/kWh);13,65;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Energie.be;Elektriciteit vast professioneel online;Vast;Uitsluitend nachtmeter (c/kWh);13,65;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Energie.be;Elektriciteit vast professioneel online;Vast;Vaste vergoeding ();60;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel) ;Easy pro;Vast;Enkelvoudige meter dagtarief (c/kWh);13,708;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel) ;Easy pro;Vast;Kosten groene stroom (c/kWh);1,1;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel) ;Easy pro;Vast;Kosten WKK (c/kWh);0,392;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel) ;Easy pro;Vast;Tweevoudige meter dagtarief (c/kWh);14,35;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel) ;Easy pro;Vast;Tweevoudige meter nachttarief (c/kWh);11,915;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel) ;Easy pro;Vast;Uitsluitend nachtmeter (c/kWh);11,915;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel) ;Easy pro;Vast;Vaste vergoeding ();65;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel) ;Empower Pro;Vast;Enkelvoudige meter dagtarief (c/kWh);12,545;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel) ;Empower Pro;Vast;Kosten groene stroom (c/kWh);1,1;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel) ;Empower Pro;Vast;Kosten WKK (c/kWh);0,392;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel) ;Empower Pro;Vast;Tweevoudige meter dagtarief (c/kWh);13,33;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel) ;Empower Pro;Vast;Tweevoudige meter nachttarief (c/kWh);10,196;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel) ;Empower Pro;Vast;Uitsluitend nachtmeter (c/kWh);11,915;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;ENGIE (handelsnaam van Electrabel) ;Empower Pro;Vast;Vaste vergoeding ();95;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;BasicFix Pro Online;Vast;Enkelvoudige meter dagtarief (c/kWh);13,04774;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;BasicFix Pro Online;Vast;Kosten groene stroom (c/kWh);1,10302;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;BasicFix Pro Online;Vast;Kosten WKK (c/kWh);0,36414;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;BasicFix Pro Online;Vast;Tweevoudige meter dagtarief (c/kWh);14,43975;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;BasicFix Pro Online;Vast;Tweevoudige meter nachttarief (c/kWh);11,63658;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;BasicFix Pro Online;Vast;Uitsluitend nachtmeter (c/kWh);11,63658;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;BasicFix Pro Online;Vast;Vaste vergoeding ();25;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;Comfy Pro;Vast;Enkelvoudige meter dagtarief (c/kWh);14,08775;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;Comfy Pro;Vast;Kosten groene stroom (c/kWh);1,10302;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;Comfy Pro;Vast;Kosten WKK (c/kWh);0,36414;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;Comfy Pro;Vast;Tweevoudige meter dagtarief (c/kWh);15,38939;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;Comfy Pro;Vast;Tweevoudige meter nachttarief (c/kWh);12,68084;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;Comfy Pro;Vast;Uitsluitend nachtmeter (c/kWh);12,68084;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;Comfy Pro;Vast;Vaste vergoeding ();65;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;Comfy Pro+;Vast;Enkelvoudige meter dagtarief (c/kWh);15,70375;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;Comfy Pro+;Vast;Kosten groene stroom (c/kWh);1,10302;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;Comfy Pro+;Vast;Kosten WKK (c/kWh);0,36414;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;Comfy Pro+;Vast;Tweevoudige meter dagtarief (c/kWh);17,13467;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;Comfy Pro+;Vast;Tweevoudige meter nachttarief (c/kWh);14,13524;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;Comfy Pro+;Vast;Uitsluitend nachtmeter (c/kWh);14,13524;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;Comfy Pro+;Vast;Vaste vergoeding ();65;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;MaxxFix Pro;Vast;Enkelvoudige meter dagtarief (c/kWh);13,33161;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;MaxxFix Pro;Vast;Kosten groene stroom (c/kWh);1,10302;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;MaxxFix Pro;Vast;Kosten WKK (c/kWh);0,36414;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;MaxxFix Pro;Vast;Tweevoudige meter dagtarief (c/kWh);14,65369;master_vast_2026.csv;
2026;jan;Onderneming;Elektriciteit;Afname;Luminus;MaxxFix Pro;Vast;Tweevoudige meter nachttarief (c/kWh);11,92801;master_vast_2026.csv;
